frequency_hz,s11_mag,s11_db,s11_phase_deg,s21_mag,s21_db,s21_phase_deg,s12_mag,s12_db,s12_phase_deg,s22_mag,s22_db,s22_phase_deg
4000000000.0,0.9604490162686345,-0.3505136788437019,-0.5175768629639527,0.19087788910443482,-14.384887529149953,1.011876871499473,0.19087788910443482,-14.384887529149953,1.011876871499473,0.9596340814458779,-0.35788672886027434,-0.5756512542878885
4500000000.0,0.8919295603287778,-0.9933888489901698,-2.3562941751396758,0.3709506993676156,-8.613676115803308,-0.8377209295270752,0.3709506993676156,-8.613676115803308,-0.8377209295270752,0.892242711002992,-0.9903398247810774,-2.467960244255484
5000000000.0,0.9534785438926822,-0.41378150854944074,-4.051539109469221,0.21439237441258222,-13.37581331703245,-2.498382009811614,0.21439237441258222,-13.37581331703245,-2.498382009811614,0.9547382133541897,-0.40231388940098756,-4.110342617655029
5500000000.0,0.9808987089361051,-0.16751674172471176,-5.028408453081867,0.07512705645876445,-22.48407253699673,-3.455526535967855,0.07512705645876445,-22.48407253699673,-3.455526535967855,0.9822201684080655,-0.15582305062863083,-5.035585419982412
5750000000.0,0.9832996814683723,-0.14628203047758043,-5.39468876375279,0.025518356927950007,-31.862945846742456,-3.7927811482811875,0.025518356927950007,-31.862945846742456,-3.7927811482811875,0.9852707404803479,-0.12888828466235355,-5.373700219009554
5875000000.0,0.9826820391719946,-0.15173963259291523,-5.568819150906254,0.0009641196245845874,-60.31738154032879,-2.263180878860118,0.0009641196245845874,-60.31738154032879,-2.263180878860118,0.9853311360994618,-0.12835586896880885,-5.528948271626042
6000000000.0,0.9803800437621714,-0.17211075321718228,-5.745475042072048,0.02977136380645383,-30.524025403101255,-1.0613756933138376,0.02977136380645383,-30.524025403101255,-1.0613756933138376,0.9841891803844839,-0.138428273239398,-5.680060128423272
6500000000.0,0.8143735665576916,-1.783526627563841,-6.982972497175618,0.406172666073556,-7.825786127381052,-2.079065151112138,0.406172666073556,-7.825786127381052,-2.079065151112138,0.8708948815324798,-1.2006852379738997,-6.3918358277142735
6625000000.0,0.4178162007080028,-7.580294487608237,-8.47866306495372,0.7043883553279757,-3.0437566446291564,-2.889191207731914,0.7043883553279757,-3.0437566446291564,-2.889191207731914,0.6125365744030278,-4.25735949152369,-6.489780498392146
6750000000.0,0.5987853484018902,-4.4545766978441845,-11.056640026725987,0.6580155493159668,-3.6352768723308424,-3.83294230160015,0.6580155493159668,-3.6352768723308424,-3.83294230160015,0.6859075947525459,-3.2746877672693526,-6.199468309985862
7000000000.0,0.8497017686753521,-1.4146695550246902,-12.141002496269412,0.4576382372898496,-6.789553917246005,-4.699806719950528,0.4576382372898496,-6.789553917246005,-4.699806719950528,0.8398036669303093,-1.516444667690518,-6.66649335090457
7250000000.0,0.7086448041220038,-2.9914278566580945,-12.402523522560783,0.6213185690296678,-4.133713333126107,-5.929338727268692,0.6213185690296678,-4.133713333126107,-5.929338727268692,0.44328241879391433,-7.066389861818498,-8.788335274463481
7312500000.0,0.7947221229034577,-1.9956939447416369,-12.30183429946975,0.5145574299457232,-5.771322928561333,-6.617715176112205,0.5145574299457232,-5.771322928561333,-6.617715176112205,0.5751243815546548,-4.804764414687966,-10.683386272192902
7375000000.0,0.9117920080522646,-0.8020843750349864,-12.387698751023706,0.31750749058049954,-9.964920489052494,-7.133901610473831,0.31750749058049954,-9.964920489052494,-7.133901610473831,0.8169308740866806,-1.756293808710635,-11.58976458912247
7500000000.0,0.9738534658278518,-0.23012771602033832,-12.588769015079638,0.1143528783092325,-18.83505799095929,-7.619100558540085,0.1143528783092325,-18.83505799095929,-7.619100558540085,0.9498261929563877,-0.44711716466151286,-12.266416100829867
7750000000.0,0.9855386057776817,-0.1265271750712575,-12.847068027525374,0.012341966095540927,-38.17231301929752,-7.967442207846405,0.012341966095540927,-38.17231301929752,-7.967442207846405,0.9811901646150708,-0.1649362756565042,-12.738723562797135
7875000000.0,0.9862398188426247,-0.12034934142060624,-12.949182159587453,0.003308470270120138,-49.607455271372096,-5.1925141488274935,0.003308470270120138,-49.607455271372096,-5.1925141488274935,0.9839517676906447,-0.14052379436493675,-12.876685534873207
8000000000.0,0.9865044255729761,-0.11801924224266026,-13.042665156552122,0.011818074766367244,-38.54906533617424,-5.159966343655791,0.011818074766367244,-38.54906533617424,-5.159966343655791,0.9852357707812662,-0.12919657387144348,-12.991612785302898
9000000000.0,0.9867557691453641,-0.11580651576224053,-13.647145375597248,0.023507025523101244,-32.57604642271563,-5.739350863854192,0.023507025523101244,-32.57604642271563,-5.739350863854192,0.9869259555900318,-0.11430858358663587,-13.637618878562934
10000000000.0,0.9870202218337879,-0.11347899035876857,-14.132119716386827,0.023143556685253468,-32.71139796379333,-6.2065298973439065,0.023143556685253468,-32.71139796379333,-6.2065298973439065,0.9872361123011685,-0.11157933756431605,-14.122849988135574
